headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
atmospheric,adjective,C1,atmosfera havoga oid,атмосферный,Relating to the gases surrounding the earth or another planet.,ˌætməsˈfɛɹɪk,17470,nature,Pollution can cause significant changes to the atmospheric conditions in large cities.,Ifloslanish yirik shaharlardagi atmosfera sharoitlariga jiddiy o'zgarishlar keltirib chiqarishi mumkin.,aerial air,
parental,adjective,B2,ota-onalik ota-onaga oid,родительский,Connected with being a parent or the responsibility of raising a child.,pəˈɹɛn.təl,17474,people-family,They attended a meeting to discuss their parental roles and responsibilities.,Ular ota-onalik vazifalari va mas'uliyatini muhokama qilish uchun yig'ilishga borishdi.,,
lesser,adjective,B2,kichikroq pastroq,меньший,"Smaller in size, importance, or value than another similar thing.",ˈlɛsɚ,17476,describing,Choosing the lesser of two evils is often a difficult decision to make.,Ikkita yomonlikdan kichikrog'ini tanlash ko'pincha qiyin qaror bo'ladi.,minor smaller,greater
publicity,noun,B2,ommaviylik reklama,публичность,Information or activity that makes people pay attention to something or someone.,pʌbˈlɪsɪti,17478,ielts,The star avoided the publicity that usually comes with her new movie.,Yulduz yangi filmi bilan birga keladigan ommaviylikdan qochdi.,promotion advertising,
ant,noun,A2,chumoli,муравей,"A very small insect that lives in a large, organized group.",ænt,17480,animals,I watched an ant carry a crumb across the kitchen floor.,Men bir chumolining oshxona poyidan ushoq ko'tarib o'tayotganini kuzatdim.,,
proposition,noun,C1,taklif taklifnoma,предложение,"An idea, plan, or suggestion that is offered for someone to think about.",ˌpɹɑpəˈzɪʃən,17482,ielts,The company put forward a new business proposition to its investors.,Kompaniya o'z investorlariga yangi biznes taklifini kiritdi.,proposal suggestion,
gasoline,noun,B1,benzin,бензин,"A clear, flammable liquid used as fuel for cars and other motor vehicles.",ˈɡæs.ə.liːn,17484,travel,You can't put gasoline in this car; it needs diesel fuel.,"Bu mashinaga benzin quyib bo'lmaydi, unga dizel yoqilg'isi kerak.",petrol,
apt,adjective,C1,mos munosib,подходящий,Perfectly suitable or appropriate for a particular situation.,æpt,17486,describing,It was an apt description of the difficult situation we faced.,Bu biz duch kelgan qiyin vaziyatning juda mos tasviri edi.,appropriate suitable,inappropriate
scout,verb,B2,razvedka qilmoq kuzatmoq,вести разведку,To look for information or search for something in a specific area.,ˈskaʊ̯t,17488,actions,They went to scout the area for a good place to camp.,Ular lager qurish uchun qulay joy topish maqsadida hududni kuzatib chiqdilar.,survey explore,
exec,noun,C1,rahbar boshqaruvchi,руководитель,"A person with an important job, usually in a large company or organization.",ɪɡˈzɛk,17490,work,The marketing exec presented the new advertising strategy to the board.,Marketing bo'yicha rahbar yangi reklama strategiyasini kengashga taqdim etdi.,executive manager,
trader,noun,B2,savdogar tijoratchi,торговец,A person whose job is buying and selling goods or financial assets.,ˈtɹeɪdə(ɹ),17494,work,The local trader sells fresh fruit and vegetables at the market.,Mahalliy savdogar bozorda yangi meva va sabzavotlar sotadi.,merchant dealer,
allowance,noun,B2,nafaqa pul ta'minoti,денежное пособие,A regular amount of money given to someone for a specific purpose.,əˈlaʊəns,17496,ielts,She receives a monthly living allowance to cover her basic expenses.,U o'zining asosiy xarajatlarini qoplash uchun oylik nafaqa oladi.,stipend,
denial,noun,C1,rad etish inkor,отрицание,A statement that something is not true or did not happen.,dɪˈnaɪ.əl,17498,ielts,The company issued a formal denial of all the recent accusations.,Kompaniya yaqinda bildirilgan barcha ayblovlarni rasman rad etdi.,refusal rejection,acceptance
designation,noun,C1,nomlash belgilash,обозначение,The act of giving a name or official title to someone or something.,dɛzɪɡˈneɪʃən,17500,ielts,The official designation of the area as a national park helped protect it.,Hududning milliy bog' deb nomlanishi uni himoya qilishga yordam berdi.,label title,
thrown,adjective,B2,sarosimaga tushgan karaxt,озадаченный,"Feeling very surprised, confused, or unsure how to react to something.",θɹəʊn,17502,feelings,I was completely thrown by his unexpected question during the interview.,Intervyu paytida u kutilmaganda bergan savolidan butunlay karaxt bo'lib qoldim.,confused perplexed,
prepaid,adjective,B1,oldindan to'langan,предоплаченный,Paid for before you use or receive the service or product.,pɹiːˈpeɪd,17504,work,Most tourists prefer using a prepaid SIM card for their mobile phone.,Ko'pgina sayyohlar mobil telefoni uchun oldindan to'langan SIM-kartadan foydalanishni afzal ko'rishadi.,,postpaid
gem,noun,B2,qimmatbaho tosh javohir,драгоценный камень,"A beautiful stone, often used in jewelry, or a person/thing of great value.",d͡ʒɛm,17506,describing,That small seaside village is a hidden gem for summer vacationers.,Bu kichkina dengiz bo'yi qishlog'i yozgi dam oluvchilar uchun haqiqiy topilma.,jewel treasure,
duplicate,verb,B2,nusxasini ko'chirish takrorlash,дублировать,To make an exact copy of something or to do something again.,ˈd(j)uː.plɪ.kət,17508,actions,It is difficult to duplicate the success of their first movie.,Ularning birinchi filmi erishgan muvaffaqiyatni takrorlash qiyin.,copy reproduce,
electro,noun,C1,elektro,электро,A type of electronic dance music that uses synthesizers and drum machines.,ɪˈlɛk.tɹəʊ,17510,describing,The club was playing loud electro music throughout the entire night.,Klubda butun tun davomida baland ovozda elektro musiqasi yangradi.,,
criterion,noun,C1,mezon talab,критерий,A standard that you use to judge or decide something.,kɹɪˈtɪəɹi.ən,17512,ielts,The main criterion for the job is having five years of experience.,Ushbu ish uchun asosiy mezon — besh yillik ish tajribasiga ega bo'lishdir.,benchmark standard,
badge,noun,A2,nishon belgisi,значок,"A small piece of metal or plastic worn to show identity, rank, or membership.",bæd͡ʒ,17514,work,Every employee must wear their identification badge while inside the building.,Har bir xodim bino ichida bo'lganida o'z identifikatsiya nishonini taqib yurishi shart.,emblem insignia,
wrist,noun,B1,bilak,запястье,The part of your body where your hand joins your arm.,ɹɪst,17516,body-health,"With a quick flick of the wrist, he threw the ball away.","U bilagini bir qayirib, to'pni uzoqroqqa irg'itib yubordi.",,
vietnamese,noun,A2,vetnamlik vetnam tili,вьетнамец вьетнамский,A person from Vietnam or the language spoken in that country.,ˌvjetnəˈmiːz,17518,people-family,My best friend is Vietnamese and she cooks very delicious food.,Eng yaqin do'stim vetnamlik va u juda mazali ovqatlar pishiradi.,,
heath,noun,C1,cho'l hudud o'tloqzor,"вереск, пустошь","An area of open land with sandy soil and small, hardy bushes.",hiːθ,17520,nature,We walked across the purple heath under the bright afternoon sun.,Biz tushdan keyingi yorqin quyosh ostida binafsharang o'tloqzor bo'ylab yurdik.,moorland,
tremendous,adjective,B2,ulkan,"огромный, потрясающий","Extremely large, powerful, or great in size, amount, or degree.",tɹɪˈmɛndəs,17522,ielts,The project was a tremendous success thanks to our hard work.,Mashaqqatli mehnatimiz tufayli loyiha ulkan muvaffaqiyatga erishdi.,enormous massive,tiny
ballot,noun,B2,ovoz berish byulleten,голосование,A system of voting secretly using a piece of paper.,ˈbælət,17524,ielts,The decision was made by secret ballot among all the workers.,Qaror barcha ishchilar o'rtasida yashirin ovoz berish yo'li bilan qabul qilindi.,vote poll,
remedies,noun,B2,shifo vositalari choralar,"средства, лекарства",Things that cure an illness or solve a difficult problem.,ˈɹɛmədiz,17528,body-health,She suggests natural remedies to help with a common cold.,U oddiy shamollashni davolash uchun tabiiy shifo vositalarini tavsiya qiladi.,cures treatments,
validity,noun,C1,haqiqiylik asoslilik,"действительность, обоснованность","The quality of being based on truth, logic, or legal rules.",vəˈlɪd.ᵻ.ti,17530,ielts,The professor questioned the validity of the data in the report.,Professor hisobotdagi ma'lumotlarning qay darajada asosli ekanligiga shubha bildirdi.,truth legitimacy,invalidity
trustee,noun,C1,vasiy ishonchli vakil,попечитель,A person given legal responsibility to manage money or property for someone else.,tɹʌsˈtiː,17532,ielts,The board of trustees decided to invest the money in new projects.,Vasiylar kengashi mablag'ni yangi loyihalarga sarflashga qaror qildi.,guardian curator,
realm,noun,C2,soha olam,сфера,"An area of interest, activity, or a specific field of knowledge.",ɹɛlm,17534,ielts,This discovery takes us into the realm of advanced genetic research.,Bu kashfiyot bizni ilg'or genetika tadqiqotlari olamiga olib kiradi.,domain area,
helmet,noun,B1,dubulg'a kaska,шлем,A hard hat that you wear to protect your head from injury.,ˈhɛlmɪt,17536,clothes,You should always wear a helmet when you ride a bicycle.,Velosiped haydaganda har doim dubulg'a kiyib yurishingiz kerak.,helm headgear,
tsunami,noun,B2,sunami,цунами,An extremely large and dangerous sea wave caused by an earthquake or volcano under water.,(t)suːˈnɑːmi,17538,nature,A massive tsunami caused significant damage to the coastal towns last year.,Ulkan sunami o'tgan yili qirg'oq bo'yidagi shaharchalarga katta zarar yetkazdi.,,
nickel,noun,C1,nikel,никель,A hard silvery metal used in manufacturing to make other strong metal mixtures.,ˈnɪk.əl,17540,nature,The coin is composed of a mixture of copper and nickel alloys.,Bu tanga mis va nikel qotishmasidan tayyorlangan.,,
internationally,adverb,B2,xalqaro miqyosda,на международном уровне,In a way that involves many different countries around the world.,ˌɪn.təˈnæʃ.ən.əl.i,17542,ielts,This university is recognized internationally for its high quality of research.,Bu universitet o'zining yuqori darajadagi tadqiqotlari bilan xalqaro miqyosda tan olingan.,globally worldwide,
geology,noun,B2,geologiya,геология,"The study of the Earth's physical structure, rocks, and the processes that change them.",d͡ʒɪˈɒl.ə.d͡ʒɪ,17546,ielts,Students of geology learn how the mountains were formed over many years.,Geologiya talabalari tog'lar millionlab yillar davomida qanday hosil bo'lganini o'rganadilar.,,
creatures,noun,B1,mavjudotlar jonzotlar,существа,"Any living thing that can move independently, such as an animal or a human.",ˈkɹiːt͡ʃəz,17550,animals,"Deep in the ocean, there are many strange creatures we rarely see.",Okean tubida biz kamdan-kam ko'radigan ko'plab g'aroyib jonzotlar yashaydi.,animals beings,
vids,noun,A2,videolar,видео,"Short for videos, especially those seen on the internet.",vɪdz,17554,basics,We watched several funny vids on social media during our lunch break.,Tushlik paytida ijtimoiy tarmoqlarda bir nechta kulgili videolarni tomosha qildik.,videos,
drainage,noun,B2,drenaj suvni qochirish,дренаж,The process or system of removing water from a piece of land.,ˈdɹeɪnəd͡ʒ,17556,home,The heavy rain caused serious problems with the city's drainage system.,Kuchli yomg‘ir shaharning drenaj tizimida jiddiy muammolarni keltirib chiqardi.,sewerage,
broader,adjective,B1,kengroq,более широкий,Having a larger width or including more variety and general details.,ˈbɹɔːdə,17558,describing,We need to look at the broader picture before making any decisions.,Qaror qabul qilishdan oldin vaziyatga kengroq nazar tashlashimiz kerak.,wider,narrower
vegetarian,noun,A2,o'simlikxo'r,вегетарианец,"A person who does not eat meat, poultry, or fish.",vɛd͡ʒɪˈtɛəɹi.ən,17560,food-drink,"My friend is a vegetarian, so she only orders salads in restaurants.","Dugonam vegetarian, shuning uchun u restoranlarda faqat salat buyurtma qiladi.",,
rouge,noun,B2,up surp,румяна,A red or pink cosmetic powder applied to the cheeks to look healthy.,ɹuːʒ,17562,clothes,She applied a little rouge to her cheeks to look less tired.,U charchagan ko‘rinmaslik uchun yuziga ozgina up surtdi.,blush,
yeast,noun,B1,xamirturush,дрожжи,A substance used to make bread dough rise and become light.,iːst,17564,food-drink,You need to add some yeast to the flour to make the bread.,Non pishirish uchun unga ozgina xamirturush qo‘shish kerak.,,
pas,noun,C1,raqs qadami,па,A single step or movement performed during a dance.,pɑː,17566,actions,The ballerina executed a graceful pas during her final solo performance.,Ballerina o'zining yakuniy yakkaxon chiqishida nafis raqs qadamlarini ijro etdi.,step movement,
ambassador,noun,B2,elchi,посол,A high-ranking official who represents their country or an organization in another place.,æmˈbæs.ə.də(ɹ),17568,work,The ambassador met with government leaders to discuss improving international relations.,Elchi xalqaro aloqalarni yaxshilashni muhokama qilish uchun hukumat rahbarlari bilan uchrashdi.,representative diplomat,
intend,verb,B1,mo'ljallamoq niyat qilmoq,намереваться,To have a clear plan or purpose to do something.,ɪnˈtɛnd,17570,actions,I intend to finish all my tasks before the weekend begins.,Men dam olish kunlari boshlanishidan oldin barcha ishlarimni tugatishni niyat qilyapman.,plan aim,
doom,noun,C1,halokat qismat,рок,A very bad or unhappy future that cannot be avoided.,duːm,17572,ielts,The warning signs of the failing economy filled the citizens with doom.,Iqtisodiyotning tanazzulga yuz tutayotgani haqidagi ogohlantirishlar fuqarolarda vahima uyg'otdi.,fate ruin,fortune
specially,adverb,B1,maxsus ataylab,специально,Done for a particular purpose or for one specific person.,ˈspɛʃəli,17574,actions,We had this cake made specially for your birthday party.,Bu tortni tug'ilgan kuningiz uchun maxsus buyurtma qildik.,purposely specifically,
hitting,noun,B2,urish zarba berish,удар,The act of striking someone or something with force.,ˈhɪtɪŋ,17576,actions,The baseball player improved his hitting technique during the training session.,Beysbolchi mashg'ulot davomida zarba berish texnikasini yaxshiladi.,striking blowing,
beings,noun,B2,mavjudotlar jonzotlar,существа,Any living creatures that exist in the world.,ˈbiː.ɪŋz,17578,nature,Scientists are searching for living beings on other distant planets.,Olimlar boshqa uzoq sayyoralarda tirik mavjudotlarni qidirmoqdalar.,creatures organisms,
bite,verb,A2,tishlamoq,кусать,To cut or hold something by using your teeth.,baɪt,17580,actions,"As soon as you bite that sandwich, you'll know how good it is.",Bu sendvichni tishlaganingiz zahoti qanchalik mazali ekanini bilib olasiz.,gnaw,
aquatic,adjective,B2,suv,водный,"Relating to water, or living in or near water.",əˈkwɑ.tɪk,17582,nature,The lake is home to many different kinds of aquatic plants and animals.,Bu ko'l turli xil suv o'simliklari va jonivorlari uchun makon hisoblanadi.,watery,
reliance,noun,C1,ishonch tayanch,доверие,The state of needing someone or something for support or help.,ɹɪˈlaɪ.əns,17584,ielts,The industry is working to reduce its reliance on fossil fuels.,Sanoat qazib olinadigan yoqilg'iga bo'lgan qaramligini kamaytirish ustida ishlamoqda.,dependence trust,independence
myth,noun,B2,afsona yanglish,миф,A widely held but false belief or an ancient traditional story.,mɪθ,17586,ielts,Scientists debunk the myth that gum stays in your stomach for years.,Olimlar saqich oshqozonda yillar davomida qoladi degan yanglish fikrni rad etishdi.,misconception legend,fact
gig,noun,B2,ish vazifa,халтура,A temporary job or a single musical performance.,ɡɪɡ,17588,work,I had a freelance gig as a designer while I was at university.,Universitetda o'qib yurganimda dizayner sifatida vaqtinchalik ish qilardim.,job employment,
continuity,noun,C1,uzluksizlik davomiylik,непрерывность,The state of continuing for a long time without any interruptions.,ˌkɒn.tɪˈnjuː.ɪ.ti,17590,ielts,The project requires continuity of effort to reach the final goal.,Loyiha yakuniy maqsadga yetishish uchun uzluksiz harakatni talab qiladi.,consistency stability,interruption
brook,noun,B2,ariqcha soy,ручей,"A small, natural stream of fresh water flowing through the countryside.",bɹʊk,17592,nature,We sat by the small brook to enjoy the peaceful atmosphere.,Tinch muhitdan bahramand bo'lish uchun kichik soy bo'yida o'tirdik.,stream creek,
ensemble,noun,B2,ansambl guruh,ансамбль,"A group of musicians, actors, or dancers who perform together.",ˌɒ̃nˈsɒ̃m.bl̩,17594,ielts,The jazz ensemble played several beautiful songs at the concert yesterday.,Jaz ansambli kechagi konsertda bir nechta go'zal kuy ijro etdi.,group band,
insulin,noun,B2,insulin (dori),инсулин,A natural substance in the body that controls the level of sugar in blood.,ˈɪnsjʊlin,17596,body-health,Doctors often prescribe insulin to help patients manage their high blood sugar.,Shifokorlar ko'pincha bemorlarga qon shakarini nazorat qilish uchun insulin buyurishadi.,,
biblical,adjective,C1,injiliy bibliyaga oid,библейский,Relating to or appearing in the Bible; often describing something on a very large scale.,ˈbɪblɪkəl,17598,ielts,The storm caused damage of biblical proportions to the coastal town.,To'fon qirg'oq bo'yidagi shaharchaga juda katta miqyosda zarar yetkazdi.,scriptural holy,
weed,noun,B1,begona o't,сорняк,A wild plant that grows in a garden or field where it is not wanted.,wiːd,17600,nature,You need to pull every weed out of the flower bed today.,Bugun gulzorning har bir begona o'tini sug'urib tashlashing kerak.,,
accent,noun,B2,urg'u,ударение,The emphasis placed on a particular syllable when pronouncing a word.,ˈak.sənt,17602,ielts,"In the word careful, the primary accent is on the first syllable.",Careful so'zida urg'u birinchi bo'g'inga tushadi.,stress,
eleven,noun,A1,o'n bir,одиннадцать,The number that comes after ten and before twelve.,ɪˈlɛvən,17604,basics,We have an English lesson starting at eleven o'clock tomorrow morning.,Ertaga soat o'n birda ingliz tili darsimiz boshlanadi.,,
wives,noun,A2,xotinlar,жёны,More than one woman who is married to a man.,waɪvz,17606,people-family,The wives gathered together to discuss their plans for the weekend.,Xotinlar dam olish kunlari uchun rejalarini muhokama qilishga yig'ilishdi.,,
ambient,adjective,C1,atrof-muhitga oid o'rab turgan,окружающий,Relating to the immediate surroundings of something.,ˈæm.bi.ənt,17608,ielts,The ambient temperature in the room was perfect for a nap.,Xonadagi atrof-muhit harorati uxlash uchun juda qulay edi.,surrounding,
mileage,noun,B2,masofa yo'l,пробег,The total distance that a vehicle has traveled.,ˈmaɪləd͡ʒ,17610,travel,"This car has very low mileage for its age, which is good.",Bu mashinaning yoshiga nisbatan bosib o'tgan yo'li juda kam.,,
prostate,noun,C1,prostata,простата,A small gland in male mammals that produces part of the seminal fluid.,ˈpɹɒs.teɪt,17612,body-health,Doctors recommend regular checkups to maintain good health of the prostate.,Shifokorlar prostata sog'lig'ini saqlash uchun muntazam tekshiruvdan o'tishni tavsiya qilishadi.,,
adaptor,noun,B1,adapter moslama,адаптер,A device used to connect two pieces of equipment that do not fit together directly.,əˈdæptər,17614,home,I need an electrical adaptor to plug my charger into the wall.,Zaryadkamni rozetkaga tiqish uchun menga adapter kerak.,connector,
auburn,adjective,C1,to'q qizg'ish-qo'ng'ir,тёмно-рыжий,Describing hair that is a reddish-brown color.,ˈɔ.bɚn,17616,describing,She has long auburn hair that looks beautiful in the sunlight.,Uning quyosh nuri ostida juda chiroyli ko'rinadigan uzun to'q qizg'ish sochlari bor.,reddish-brown,
unlock,verb,A2,qulfini ochmoq,отпирать,To open something that is fastened with a key or a security code.,ʌnˈlɒk,17618,actions,I unlocked the front door and walked inside the house.,"Men uy eshigining qulfini ochib, ichkariga kirdim.",open release,lock
pledge,verb,B2,va'da bermoq,обещать,To make a formal or serious promise to do something.,plɛd͡ʒ,17620,ielts,The government pledged to spend more money on improving local schools.,Hukumat mahalliy maktablarni yaxshilash uchun ko'proq mablag' ajratishga va'da berdi.,undertake promise,
vampire,noun,B1,vampir qon so'ruvchi,вампир,A dead person in stories who comes out at night to drink human blood.,ˈvæm.paɪ.ə(ɹ),17622,animals,The scary movie is about a vampire hiding in an old castle.,Bu qo'rqinchli film eski qasrda yashiringan vampir haqida.,,
nitrogen,noun,C1,azot,азот,A gas that has no color or smell and makes up most of Earth's air.,ˈnaɪ.tɹə.d͡ʒən,17624,nature,Most of the air we breathe every day consists of nitrogen gas.,Biz har kuni nafas olayotgan havoning katta qismi azot gazidan iborat.,,
xerox,verb,B1,nusxa ko'chirmoq kserokopiya qilmoq,делать ксерокопию,To make a paper copy of a document using a machine.,ˈzɛ.ɹɒks,17626,work,Could you please xerox these documents for the meeting tomorrow morning?,Ertangi majlis uchun bu hujjatlardan nusxa ko'chirib bera olasizmi?,photocopy,
dice,verb,B1,to'g'ramoq kub shaklida kesmoq,резать кубиками,To cut food into small square shapes.,daɪs,17628,food-drink,You need to dice the onions before adding them to the pan.,Tovaga solishdan oldin piyozni mayda kub shaklida to'g'rab olishingiz kerak.,chop cube,
merger,noun,B2,birlashish qo'shilish,слияние,The joining of two or more companies into one single organization.,ˈmɜː.d͡ʒə,17630,ielts,The merger of the two banks created the largest financial group globally.,Ikki bankning birlashuvi dunyodagi eng yirik moliya guruhini yaratdi.,amalgamation union,separation
softball,noun,B1,softbol,софтбол,"A team sport similar to baseball played with a larger, softer ball.",ˈsɒftbɔːl,17632,actions,We usually play a friendly game of softball at the park.,Biz odatda bog'da do'stona softbol o'yini o'ynaymiz.,,
quad,noun,B2,to'rtburchak hovli,внутренний двор,"A square or rectangular courtyard, often found inside a school or university.",kwɑd,17634,places,Students often sit in the quad to study during the lunch break.,Talabalar tushlik tanaffusida dars qilish uchun ko'pincha hovlida o'tirishadi.,courtyard quadrangle,
dock,noun,B1,bandargoh prist,док,"A place in a port where ships are loaded, unloaded, or repaired.",dɒk,17636,travel,The large cargo ship pulled into the dock early this morning.,Katta yuk kemasi bugun erta tongda bandargohga kelib to'xtadi.,harbor wharf,
differently,adverb,A2,boshqacha turlicha,по-другому,In a way that is not the same as before or someone else.,ˈdɪfɹəntli,17638,describing,He thinks about this problem very differently than his colleagues do.,U bu muammo haqida hamkasblaridan butunlay boshqacha fikrda.,otherwise variously,similarly
musician,noun,A2,musiqachi sozanda,музыка́нт,A person who plays a musical instrument or writes music as a hobby or job.,mjuˈzɪʃən,17642,people-family,"Jenny is a talented musician, playing the piano and the guitar.","Jenni iste'dodli musiqachi, u pianino va gitara chala oladi.",,
dispatch,verb,C1,yubormoq jo'natmoq,отправлять,To send someone or something somewhere quickly for a specific purpose.,dɪˈspætʃ,17644,work,The company will dispatch the shipment to your address early tomorrow.,Kompaniya yukni ertaga erta tongda manzilingizga yuboradi.,send ship,receive
hint,noun,B1,ishora maslahat,намёк,A small clue or piece of advice that helps you understand something.,hɪnt,17646,describing,I needed a hint from the teacher to complete the crossword.,Krossvordni yechish uchun menga o'qituvchidan biroz ishora kerak edi.,clue tip,
armor,noun,B2,zirh,броня,"Strong protective covering used to protect a person, vehicle, or ship from damage.",ˈɑː.mə,17648,ielts,The knight wore a suit of heavy armor during the battle.,Jang paytida ritsar og'ir zirh kiyib olgan edi.,,
remark,noun,B2,izoh fikr,замечание,A short comment or statement about something that someone has noticed.,ɹɪˈmɑɹk,17650,ielts,He made a sharp remark about her clothes during the meeting.,U yig'ilishda uning kiyimlari haqida keskin fikr bildirdi.,comment observation,
varies,verb,B1,o'zgarib turadi farq qiladi,варьируется,To be different from others of the same type or at different times.,ˈvɛəɹiːz,17652,ielts,The quality of the service varies depending on the time of day.,Xizmat sifati kunning vaqtiga qarab o'zgarib turadi.,differs changes,stays
rendered,verb,C1,taqdim etilgan bajargan,представленный,To cause someone or something to be in a particular state or condition.,ˈɹɛn.dəd,17654,ielts,His injury rendered him unable to walk for several weeks.,Jarohati tufayli u bir necha hafta yura olmadi.,made caused,
charitable,adjective,B2,xayriya rahmdil,благотворительный,"Helping people who are poor, sick, or in need of support.",ˈtʃærɪtəbl,17656,ielts,The organization relies on charitable donations to fund its projects.,Tashkilot o'z loyihalarini moliyalashtirish uchun xayriya mablag'lariga tayanadi.,kind generous,selfish
annotated,adjective,C1,izohli sharhlangan,аннотированный,Containing extra notes added to explain or comment on a text.,ˈænəteɪtɪd,17658,ielts,She read an annotated version of the play to understand the context.,U kontekstni tushunish uchun pyesaning izohli nusxasini o'qidi.,commented explained,unannotated
openings,noun,B1,teshiklar bo'shliqlar,отверстия,Empty spaces or gaps that allow something to pass through or look inside.,ˈəʊ.pən.ɪŋz,17660,describing,The thick walls have small openings to let the light enter inside.,Qalin devorlarda yorug'lik kirishi uchun kichik teshiklar bor.,gaps holes,
researcher,noun,B2,tadqiqotchi izlanuvchi,исследователь,A person who systematically studies a subject to discover new facts or information.,ɹɪˈsɜː.t͡ʃə,17662,work,The researcher spent many years studying the impact of climate change.,Tadqiqotchi iqlim o'zgarishining ta'sirini o'rganish uchun ko'p yillar sarfladi.,scientist scholar,
watershed,noun,C1,burilish nuqtasi,переломный момент,An event or period that marks a major change in a situation.,ˈwɔːtəʃɛd,17664,ielts,The discovery of electricity was a watershed moment in human history.,Elektr energiyasining kashf etilishi insoniyat tarixidagi burilish nuqtasi bo'ldi.,turning point crossroads,
granny,noun,A2,buvi,бабушка,"A word for a grandmother, often used affectionately by children.",ˈɡɹæni,17666,people-family,I go to visit my granny every weekend for a delicious meal.,Men har dam olish kunlari mazali taom yeyish uchun buvimnikiga boraman.,grandmother grandma,
pork,noun,A1,cho'chqa go'shti,свинина,The meat from a pig which is eaten as food.,pɔːk,17668,food-drink,The restaurant offers many different dishes made with fresh pork.,Restoran yangi cho'chqa go'shtidan tayyorlangan ko'plab turli taomlarni taklif qiladi.,,
characterized,verb,C1,tavsiflangan ifodalangan,характеризуемый,Described as having certain qualities or being typical of something.,ˈkɛɹəktəɹaɪzd,17670,ielts,The region is characterized by very hot summers and cold winters.,Bu mintaqa juda issiq yoz va sovuq qish bilan tavsiflanadi.,defined marked,
laden,adjective,C1,to'la yuklangan og'ir,нагруженный,Heavily loaded or burdened with something.,ˈleɪdən,17672,describing,The trees in the orchard were laden with ripe red apples.,Bog'dagi daraxtlar pishgan qizil olmalarga to'la edi.,burdened loaded,empty
realtor,noun,B2,uy-joy sotuvchi agenti rieltor,агент по недвижимости,A professional person who buys and sells houses and land for others.,ˈɹi(ə)l.təɹ,17674,work,The realtor helped us find a nice house near the city center.,Rieltor bizga shahar markazi yaqinidan yaxshi uy topishga yordam berdi.,agent broker,
merge,verb,B2,birlashmoq qo'shilmoq,объединяться,To combine two or more things into one single group or whole.,mɜːd͡ʒ,17676,ielts,The two small companies decided to merge to become more competitive.,Ikkita kichik kompaniya raqobatbardoshroq bo'lish uchun birlashishga qaror qildi.,combine unite,divide
privilege,noun,B2,imtiyoz sharaf,привилегия,A special right or advantage that only one person or group has.,ˈpɹɪv.(ɪ.)lɪd͡ʒ,17678,ielts,It is a great privilege to work with such a talented team.,Bunday iste'dodli jamoa bilan ishlash katta sharafdir.,advantage right,
chassis,noun,C1,shassi asosiy ramka,шасси,The metal frame that forms the base of a vehicle or machine.,ˈt͡ʃæsi,17680,work,The car was built on a strong steel chassis for extra safety.,Avtomobil qo'shimcha xavfsizlik uchun mustahkam po'lat shassiga qurilgan edi.,frame undercarriage,
estimation,noun,B2,taxmin baholash,оценка,"The act of guessing the value, size, or nature of something based on incomplete information.",ˌɛs.tɪˈmeɪ.ʃən,17682,ielts,"According to my estimations, we should arrive in about five hours.","Taxminimcha, manzilga yetib borishimiz uchun taxminan besh soat vaqt ketadi.",calculation assessment,
barn,noun,B1,omborxona g‘aramxona,амбар,A large farm building used for keeping animals or storing crops and equipment.,[ˈbɑɹn],17684,nature,The farmer stored all the dry hay inside the old barn.,Fermer barcha quruq pichanlarni eski omborxonaga joylab qo‘ydi.,shed,
fleece,noun,B2,momiq mato,руно,The thick coat of soft wool that covers a sheep or similar animal.,fliːs,17686,animals,The sheep was covered in thick fleece before the spring shearing.,Bahorgi qirqimdan oldin qo‘yning usti qalin jun bilan qoplangan edi.,wool coat,
pediatric,adjective,B2,pediatriya bolalar,педиатрический,Related to the medical care and treatment of children and babies.,ˌpiːdiːˈætrɪk,17688,body-health,The hospital has a specialized unit for pediatric intensive care patients.,Shifoxonada og‘ir ahvoldagi bolalar uchun maxsus reanimatsiya bo‘limi mavjud.,,
fare,noun,A2,yo‘lkira kirakash,плата за проезд,"The money that you pay to travel by bus, plane, train, or taxi.",ˈfɛə,17690,travel,I did not have enough cash to pay the bus fare.,Menda avtobus yo‘lkirasini to‘lash uchun naqd pul yetarli emas edi.,ticket fee,
pierce,verb,B2,teshmoq,прокалывать,To make a small hole in something with a sharp object.,pɪɹs,17692,actions,She decided to pierce her ears to wear golden earrings today.,U tilla ziraklar taqish uchun qulog'ini teshdirishga qaror qildi.,puncture penetrate,
sperm,noun,C1,sperma spermatozoid,сперма,The male cell that joins with an egg to create a new baby.,spɜɹm,17694,body-health,The biological study focused on how sperm cells reach the egg.,Biologik tadqiqot spermatozoidlarning tuxum hujayraga yetib borishiga qaratilgan edi.,,
bald,adjective,B1,kal,лысый,Having no hair on the head.,bɔːld,17696,describing,My grandfather went completely bald when he was about forty years old.,Bobom qirq yoshlarida butunlay kal bo'lib qolgan.,hairless,haired
craps,noun,C2,qimor o'yini,крэпс,A popular gambling game played with two dice.,kɹæps,17698,ielts,They spent the whole night at the casino playing a game of craps.,Ular butun tunni kazinoda qimor o'ynab o'tkazishdi.,,
