headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
condoms,noun,B2,prezervativlar,презервативы,A thin rubber sheath worn on the penis during sex to prevent pregnancy or disease.,ˈkɒndəmz,22440,body-health,The pharmacy sold various types of condoms near the checkout counter.,Dorixonada kassaning yonida har xil turdagi prezervativlar sotilardi.,,
utter,adjective,C1,butunlay mutlaq,полный абсолютный,Used to emphasize how complete or extreme something is.,ˈʌtə,22442,ielts,The project was an utter failure because of poor planning.,Yomon rejalashtirish tufayli loyiha mutlaq muvaffaqiyatsizlikka uchradi.,complete total,
splash,verb,B1,sachratmoq chayqatmoq,брызгать,To cause a liquid to move and hit someone or something.,splæʃ,22444,actions,Be careful not to splash water all over the clean floor.,"Ehtiyot bo'l, toza polga suv sachratib yuborma.",splatter spray,
exile,noun,C1,surgun badarg'a,изгнание,"Being forced to live away from your own country, often for political reasons.",ˈɛɡˌzaɪl,22446,ielts,The poet spent many years in exile away from his homeland.,"Shoir o'z vatanidan uzoqda, surgunda ko'p yillar o'tkazdi.",banishment deportation,
aspirin,noun,A2,aspirin,аспирин,"A medicine used to reduce pain, fever, or swelling.",ˈæsp(ɪ)ɹɪn,22448,body-health,I took an aspirin to help with my terrible headache.,Qattiq bosh og'rig'im qoldirishi uchun bitta aspirin ichdim.,,
beck,noun,C2,imo-ishora,мановение,"A gesture or signal, especially one made with the hand or head.",ˈbɛk,22450,ielts,She expected her assistants to be at her beck and call.,U o'z yordamchilarini har doim chaqirig'iga tayyor turishini kutar edi.,gesture sign,
lent,verb,A2,qarzga berdi ijaraga berdi,одолжил,"Past tense and past participle of lend, meaning to give something temporarily to someone else.",lɛnt,22452,actions,He lent me his car for the weekend so I could travel.,U menga dam olish kunlari sayohat qilishim uchun mashinasini qarzga berdi.,loaned,borrowed
drone,verb,B2,gʻoʻngʻirlamoq zerikarli ohangda gapirmoq,гудеть монотонно говорить,"To make a low, continuous humming sound or to speak in a flat, boring voice.",dɹəʊn,22454,actions,The professor continued to drone on about boring history for an hour.,Professor bir soat davomida zerikarli tarix haqida bir xil ohangda gapirib berdi.,hum buzz,
tango,noun,B1,tango,танго,"A passionate partner dance that originated in Argentina, usually performed to dramatic music.",ˈtæ̞ŋɡəʊ̯,22456,actions,They learned how to dance the tango at a local studio together.,Ular mahalliy studiyada birgalikda tango raqsiga tushishni oʻrganishdi.,,
permanently,adverb,B2,doimiy ravishda abadiy,постоянно навсегда,For all future time; in a way that will not change or be replaced.,ˈpɝmənəntli,22458,ielts,The company decided to close the office and move permanently to online.,Kompaniya ofisni yopishga va butunlay onlayn ish rejimiga oʻtishga qaror qildi.,forever everlastingly,temporarily
skipped,verb,A2,oʻtkazib yubordi tashlab ketdi,пропустил,"Past tense of skip, meaning to intentionally not do or attend something.",skɪpt,22460,actions,He skipped his morning class because he felt very tired and unwell.,U oʻzini juda charchagan va betob his qilgani uchun ertalabki darsni oʻtkazib yubordi.,omitted missed,attended
strawberry,noun,A1,qulupnay,клубника,"A small, juicy, red fruit with seeds on its outside surface.",ˈstɹɔːb(ə)ɹi,22462,food-drink,Fresh strawberries taste delicious when mixed with a little bit of cream.,"Yangi uzilgan qulupnay ozgina qaymoq bilan aralashtirilsa, juda mazali boʻladi.",,
overwhelmed,adjective,B2,hissiyotlarga berilgan dovdirab qolgan,ошеломленный подавленный,Feeling that something is too much to manage or feeling very strong emotions.,ˌoʊvɚˈ(h)wɛlmd,22464,feelings,I felt overwhelmed by the amount of work I had to do today.,Bugun bajarishim kerak boʻlgan ishlar koʻpligidan oʻzimni yoʻqotib qoʻydim.,overcome swamped,
poisonous,adjective,B1,zaharli,ядовитый,Containing a substance that can cause illness or death if eaten or touched.,ˈpɔɪzənəs,22466,nature,Be careful because some mushrooms in this forest are very poisonous.,Ehtiyot bo'ling chunki bu o'rmondagi ba'zi zamburug'lar juda zaharli.,toxic venomous,nonpoisonous
ninth,adjective,A2,to'qqizinchi,девятый,Coming after the eighth item in a series or order.,naɪnθ,22468,basics,My birthday is on the ninth of May every single year.,Tug'ilgan kunim har yili may oyining to'qqizinchi sanasida nishonlanadi.,,
merlin,noun,C2,lochinkush,дербник,"A type of small, fast-flying hawk found in northern parts of the world.",ˈmɝlɪn,22470,animals,The merlin is a fierce predator despite its relatively small size.,"Lochinkush kichik bo'lishiga qaramay, juda shiddatli yirtqich qush hisoblanadi.",pigeon hawk,
revving,verb,B2,gazni bosish kuchaytirish,газовать,To make a motor run at a higher speed while the vehicle is standing still.,ˈrevɪŋ,22472,actions,He was revving the engine before starting his long drive home.,"U uzoq yo'lga chiqishdan oldin mashina dvigatelini qizdirib, gazni bosib turdi.",,
cozy,adjective,B1,shinam qulay,уютный,"Giving a feeling of comfort, warmth, and relaxation.",ˈkəʊzi,22474,home,It is such a cozy little room with a soft fireplace.,Bu kaminli juda shinam va qulay xonacha ekan.,snug comfortable,
skeleton,noun,A2,skelet suyaklar tizimi,скелет,The hard structure of bones that supports a human or animal body.,ˈskɛlɪtən,22476,body-health,The human skeleton consists of more than two hundred different bones.,Inson skeleti ikki yuzdan ortiq suyakdan tashkil topgan.,,
reconsider,verb,B2,qayta o'ylab ko'rish,передумать,To think about something again in order to possibly change your decision.,ˈɹiːkənˌsɪdə,22478,ielts,Please reconsider your decision to move to another city alone.,"Iltimos, yolg'iz boshqa shaharga ko'chib o'tish qaroringizni qayta o'ylab ko'ring.",rethink review,
creaks,verb,B2,g'ijirlash shiqirlash,скрипеть,"To make a high, sharp sound when moved under pressure.",kɹiːks,22480,describing,The old wooden floor always creaks when you walk across it.,Eski yog'och pol ustida yurganingizda doim g'ijirlaydi.,squeak,
spear,noun,B2,nayza,копьё,A long pole with a sharp pointed blade used for hunting or fighting.,spɪə̯(ɹ),22482,ielts,Ancient hunters used a sharp spear to catch fish in rivers.,Qadimiy ovchilar daryolarda baliq tutish uchun o'tkir nayzadan foydalanishgan.,lance,
overboard,adverb,C1,bortdan tashqariga haddan tashqari,за борт,Over the side of a boat or ship into the water.,ˈəʊvə(ɹ)ˌbɔː(ɹ)d,22484,travel,The sailor accidentally fell overboard during the heavy storm at sea.,Dengizdagi kuchli bo'ron paytida dengizchi tasodifan kemadan suvga yiqilib tushdi.,,
baggage,noun,B1,yuk,багаж,Bags and cases that you carry with you when you are traveling on a trip.,ˈbæɡɪd͡ʒ,22486,travel,Please put all your heavy baggage in the back of the car.,"Iltimos, hamma og'ir yuklaringizni mashinaning orqasiga joylab qo'ying.",luggage,
scumbag,noun,C1,iflos kimsa tuban odam,подонок,"A very unpleasant, dishonest, or morally bad person.",ˈskʌmˌbæɡ,22488,ielts,Don't trust that scumbag; he will try to cheat you every time.,"U iflos kimsaga ishonma, u har safar seni aldashga urinadi.",lowlife creep,
claw,noun,B2,tirnoq panja,коготь,"A sharp, curved nail on the foot of some animals like birds or cats.",klɔ,22490,animals,The cat used its sharp claw to climb up the wooden fence.,Mushuk yog'och panjaraga chiqish uchun o'tkir panjasidan foydalandi.,talon,
boxer,noun,A2,bokschi,боксёр,A person who fights in the sport of boxing.,ˈbɒksə,22492,people-family,She trains every morning because she wants to be a professional boxer.,"U har kuni ertalab shug'ullanadi, chunki professional bokschi bo'lishni xohlaydi.",fighter,
misfortune,noun,C1,omadsizlik baxtsizlik,"неудача, несчастье",An event or situation that causes someone to have bad luck.,mɪsˈfɔɹt͡ʃən,22494,feelings,She had to face a number of misfortunes throughout her life.,U hayoti davomida ko'plab baxtsizliklarga duch keldi.,mishap adversity,fortune
maestro,noun,C2,maestro ustoz,маэстро,A person who is very skilled at music or another art form.,ˈmaɪstɹoʊ,22496,ielts,The famous maestro conducted the symphony with great passion and energy.,Mashhur maestro simfoniyani katta ishtiyoq va quvvat bilan dirijyorlik qildi.,,
loosen,verb,B2,bo'shatmoq yechmoq,ослаблять,To make something less tight or less firm.,ˈluːsn̩,22498,actions,"After the big meal, he decided to loosen his belt slightly.","Katta ovqatdan so'ng, u kamarini biroz bo'shatib qo'yishga qaror qildi.",ease relax,
summon,verb,C2,chaqirmoq talab qilmoq,"вызывать, созывать",To officially order someone to come to a specific place.,ˈsʌmən,22500,ielts,The king decided to summon all his advisors for an urgent meeting.,Qirol barcha maslahatchilarini shoshilinch yig'ilishga chaqirishga qaror qildi.,,
solitary,adjective,C1,yolg'iz yakka,одиночный,"Done or living alone, without any other people or companions around.",ˈsɑlɪˌtɛɹi,22502,describing,He enjoyed taking long solitary walks through the quiet autumn forest.,U tinch kuz o'rmonida yolg'iz sayr qilishni yoqtirardi.,alone lonesome,sociable
vanish,verb,B2,g'oyib bo'lmoq yo'qolmoq,исчезать,To disappear suddenly and become impossible to see anymore.,ˈvænɪʃ,22504,actions,The magician made the rabbit vanish into thin air very quickly.,Sehrgar quyonni bir zumda g'oyib qilib yubordi.,disappear evaporate,appear
yummy,adjective,A1,mazali totli,вкусный,Tasting very good and pleasant to eat.,ˈjʌm.i,22506,food-drink,This chocolate cake tastes absolutely yummy with a glass of milk.,Bu shokoladli tort bir stakan sut bilan juda mazali.,delicious tasty,yucky
slack,adjective,B2,boshashgan tarang-bo'lmagan,расслабленный,Not tight or firm; hanging loose because it is not pulled straight.,slæk,22508,describing,The rope was too slack so he tightened it to hold the tent.,"Arqon juda bo'sh edi, shuning uchun chodirni ushlab turishi uchun uni tortdim.",loose lax,tight
snapped,verb,B1,qarsillab sinmoq shartta uzilmoq,сломался,"To have broken suddenly with a sharp, quick sound.",snæpt,22510,actions,The dry branch snapped under his feet as he walked along.,U yurib ketayotganida oyog'i ostidagi quruq shox qarsillab sindi.,broke cracked,
grandparents,noun,A1,bobo va buvi,дедушка и бабушка,The parents of your father or your mother.,ˈɡrændˌpeərənts,22512,people-family,I always spend my summer holidays at my grandparents' house in the village.,Men yozgi ta'tilimni har doim qishloqdagi buvi va bobomnikida o'tkazaman.,,
fourteen,noun,A1,o'n to'rt,четырнадцать,The number that is one more than thirteen.,ˈfɔː.tiːn,22514,basics,I have fourteen books on my shelf in my small room.,Mening javonimda o'n to'rtta kitob bor.,,
biscuits,noun,A2,pechenelar,печенье,"Small, baked, sweet cakes that are usually crisp and flat.",ˈbɪskɪts,22516,food-drink,Would you like some biscuits to go with your hot tea?,Choyingiz bilan birga pechene yeyishni xohlaysizmi?,cookies,
gorilla,noun,B2,gorilla,горилла,"A very large, powerful ape that lives in the forests of Central Africa.",ɡəˈɹɪl.ə,22518,animals,The silverback gorilla is the leader of the entire family group.,Katta yoshli erkak gorilla butun oila guruhining rahbari hisoblanadi.,,
dynasty,noun,C1,sulola xonadon,династия,A series of rulers from the same family over a long period.,ˈdɪnəsti,22520,ielts,The ancient dynasty ruled the country for over three hundred years.,Qadimiy sulola mamlakatni uch yuz yildan ortiq boshqargan.,house lineage,
countless,adjective,B2,sanoqsiz son-sanoqsiz,бесчисленный,Too many to be measured or counted.,ˈkaʊntləs,22522,describing,There are countless stars visible in the sky on a clear night.,Ochiq osmonda tunlari sanoqsiz yulduzlarni ko'rish mumkin.,innumerable,few
gardener,noun,A2,bogbon bogdor,садовод,A person whose job is to take care of a garden or grow plants.,ˈɡɑɹd.n̩.ɚ,22524,work,Our gardener spends all morning watering the flowers in the backyard.,Bogbonimiz har kuni ertalab orqa hovlidagi gullarni sug'oradi.,,
barracks,noun,B2,kazarma,казарма,A group of buildings where soldiers live.,ˈbæɹəks,22526,places,The soldiers returned to their barracks after the long training session.,"Mashg'ulot tugagach, askarlar kazarmaga qaytishdi.",,
flirt,verb,B1,nozlari oshmoq ko'z suzmoq,флиртовать,"To behave as if you are sexually attracted to someone, often in a playful way.",flɜːt,22528,actions,He likes to flirt with everyone he meets at the party.,U ziyofatda tanishgan har bir odam bilan ko'z suzib gaplashishni yoqtiradi.,tease,
carved,adjective,B2,o'ymakor,резной,"Made by cutting patterns or shapes into wood, stone, or other hard materials.",kɑɹvd,22530,describing,The museum displayed a beautiful chair made of carved wood.,Muzeyda o'ymakor yog'ochdan yasalgan chiroyli stul namoyish etildi.,engraved,
superhero,noun,A2,superqahramon,супергерой,A fictional character with special powers who fights to protect other people.,ˈs(j)upɚhɪɹoʊ,22532,people-family,Children love to dress up as their favorite superhero on holidays.,Bolalar bayramlarda o'zlarining sevimli superqahramonlari kiyimini kiyishni yaxshi ko'rishadi.,,
clapping,noun,A2,qarsak chalish,аплодисменты,The act of hitting your hands together to show that you enjoyed something.,ˈklæpɪŋ,22534,actions,Loud clapping filled the room after the singer finished the song.,"Xonanda qo'shig'ini tugatgach, zalni qarsaklar sadosi tutib ketdi.",applause,
psychiatric,adjective,C1,psixiatriya,психиатрический,Related to the study and treatment of mental illness.,ˌsaɪ.kiˈæt.ɹɪk,22536,ielts,He received psychiatric care at a specialized clinic for his condition.,U o'z kasalligi uchun maxsus klinikada psixiatriya yordamini oldi.,,
snuck,verb,B2,bilintirmay kirmoq,прокрасться,To go somewhere quietly and secretly to avoid being seen.,snʌk,22538,actions,We snuck out of the house while our parents were sleeping.,Ota-onamiz uxlab yotganida biz uydan bilintirmay chiqib ketdik.,sneaked,
raja,noun,C2,roja podsho,раджа,A king or prince in India or other parts of South Asia.,ˈɹɑː.d͡ʒə,22540,people-family,The local raja lived in a massive palace on the hill.,Mahalliy roja tepalikdagi ulkan saroyda yashardi.,monarch ruler,
lump,noun,B2,bo‘lak bo‘rtiq,кусок ком,"A small, hard, or shapeless mass of something.",lʌmp,22542,describing,There is a small lump on my arm that needs checking.,Qo‘limda tekshirtirish kerak bo‘lgan kichik bir bo‘rtiq bor.,chunk mass,
dwarf,noun,C1,pakana mitti,карлик,A person or thing that is much smaller than the normal size.,dwɔɹf,22544,people-family,The gardener planted a dwarf variety of apple tree in the yard.,Bog‘bon hovliga past bo‘yli olma daraxtini ekdi.,runt midget,giant
mam,noun,B1,ona oyijon,мама,An informal and affectionate word for a mother.,mæm,22546,people-family,I am going to visit my mam this weekend in the country.,Bu dam olish kunlari qishloqqa oyijonimni ko‘rgani boraman.,mum mom,
pint,noun,B2,yarim litr,пинта,"A unit of liquid measurement, or a glass of beer containing this amount.",paɪnt,22548,food-drink,He went to the local pub to have a pint with friends.,U do‘stlari bilan yarim litr pivo ichish uchun mahalliy barga bordi.,,
diplomatic,adjective,B2,diplomatik xushmuomala,дипломатичный,Showing skill in dealing with people without causing offense or argument.,ˌdɪpləˈmætɪk,22550,ielts,You need to be diplomatic when telling someone they made a mistake.,Biror kishiga xato qilganini aytganda juda xushmuomala bo‘lish kerak.,tactful polite,rude
gaze,verb,B2,tikilib qaramoq termulmoq,пристально смотреть,To look at something or someone steadily and for a long time.,ɡeɪz,22552,actions,They gazed at the beautiful sunset for a very long time.,Ular uzoq vaqt davomida chiroyli quyosh botishiga tikilib qolishdi.,stare glare,glance
ungrateful,adjective,B2,noshukur,неблагодарный,Not showing or expressing thanks for something that someone has done for you.,ʌnˈɡɹeɪtfəl,22554,describing,It is ungrateful to ignore the help that your friends offered.,Do'stlaringiz taklif qilgan yordamni mensimaslik noshukurlikdir.,unappreciative unthankful,grateful
relieve,verb,B2,yengillatmoq xalos etmoq,облегчать,"To make pain, worry, or a difficult situation less severe or serious.",ɹɪˈliːv,22556,body-health,This medicine will help to relieve the pain in your back.,Bu dori belingizdagi og'riqni yengillatishga yordam beradi.,ease alleviate,aggravate
grandchildren,noun,A2,nabiralar,внуки,The children of your son or daughter.,ˈɡræntʃɪldrən,22558,people-family,The grandmother loves spending time with all of her grandchildren.,Buvi barcha nabiralari bilan vaqt o'tkazishni yaxshi ko'radi.,,
felicity,noun,C2,baxt saodat,счастье,Great happiness or a state of being extremely lucky and satisfied.,fɪˈlɪsɪti,22560,ielts,She found domestic felicity in her quiet life in the countryside.,U qishloqdagi osoyishta hayotida chinakam baxtni topdi.,happiness joy,misery
surprisingly,adverb,B1,hayratlanarli darajada kutilmaganda,удивительно,In a way that is unusual or unexpected and makes you feel surprised.,səˈpɹaɪzɪŋli,22562,describing,The house was surprisingly small for such a very large family.,Bu uy bunchalik katta oila uchun hayratlanarli darajada kichik edi.,unexpectedly unusually,unsurprisingly
shrine,noun,B2,qadamjo muqaddas joy,святыня,A place that is connected with a holy person or event and is visited respectfully.,ʃɹaɪ̯n,22564,places,Thousands of people visit the holy shrine to pray every single year.,Minglab odamlar har yili ibodat qilish uchun muqaddas qadamjoga tashrif buyurishadi.,sanctuary monument,
dorm,noun,B1,talabalar yotoqxonasi,студенческое общежитие,A large building at a college where students live and sleep.,dɔːm,22566,school,I lived in a university dorm during my first year of studies.,O'qishning birinchi yilida universitet yotoqxonasida yashaganman.,dormitory residence,
shiva,noun,C2,motam davri,шива,A week of formal mourning for a relative in the Jewish tradition.,ˈʃɪvə,22568,ielts,The grieving family sat shiva for seven days after the funeral.,Dafn marosimidan so'ng oila a'zolari yetti kun davomida motam tutishdi.,,
robber,noun,A2,o'g'ri qaroqchi,грабитель,A person who steals money or property using force or threats.,ˈɹɒb.ə(ɹ),22570,actions,The bank robber ran out of the building with a bag.,Bank o'g'risi sumka bilan binodan yugurib chiqib ketdi.,thief bandit,
convent,noun,B2,rohibalar monastiri,монастырь,A building where a community of religious women live together.,ˈkɒn.vɛnt,22572,places,She decided to leave her old life and join a convent.,"U o'zining eski hayotini tark etib, monastirga kirishga qaror qildi.",abbey,
barb,noun,C1,kesatiq achchiq gap,колючка зубец,A sharp or hurtful remark intended to upset someone.,bɑː(ɹ)b,22574,ielts,She made a sharp barb about his clothes during the meeting.,U yig'ilish vaqtida uning kiyimiga nisbatan achchiq gap aytdi.,insult jibe,compliment
meth,noun,B2,metamfetamin,мет,A very dangerous and illegal drug that makes people feel high.,mɛθ,22576,body-health,The police launched a campaign against the use of meth.,Politsiya metamfetamin iste'moliga qarshi kurash kampaniyasini boshladi.,crystal methamphetamine,
poppy,noun,B2,ko'knori,мак,A wild plant with bright red flowers that has dark seeds in the center.,ˈpɒpi,22578,nature,The fields were filled with beautiful red poppy flowers in the spring.,Bahorda dalalar chiroyli qizil ko'knori gullari bilan to'lib ketdi.,,
dismiss,verb,B2,ishdan bo'shatmoq haydamoq,увольнять,To officially tell someone that they are no longer needed at their job.,dɪsˈmɪs,22580,work,The manager decided to dismiss several employees due to the budget cuts.,Menejer budjet qisqarishi sababli bir nechta xodimni ishdan bo'shatishga qaror qildi.,fire sack,hire
slavery,noun,B2,qullik,рабство,A system where people are owned by others and forced to work for them.,ˈsleɪvəɹi,22582,ielts,History shows that slavery is a violation of basic human rights.,Tarix qullik insonning asosiy huquqlarini poymol qilishini ko'rsatadi.,servitude bondage,freedom
decorated,adjective,B1,bezatilgan,украшенный,Having decorations or ornaments added to make something look more attractive.,ˈdɛkəɹeɪtɪd,22584,describing,The room was beautifully decorated with flowers and ribbons for the wedding.,To'y uchun xona gullar va lentalar bilan chiroyli bezatilgan edi.,adorned ornamented,plain
pyramid,noun,B1,piramida,пирамида,A large ancient stone building with a square base and four triangular sides.,ˈpɪ.ɹə.mɪd,22586,places,Tourists from all over the world visit the Great Pyramid in Egypt.,Dunyoning turli burchaklaridan sayyohlar Misrdagi Buyuk piramidani ziyorat qilishadi.,,
hum,verb,B2,g'o'ng'illamoq pichirlab aytmoq,напевать,"To make a continuous low sound with your lips closed, often following a melody.",ˈhʌm,22588,actions,We are humming happily along with the music in the car.,Biz mashinada musiqaga qo'shilib xursand bo'lib g'o'ng'illayapmiz.,croon,
rebuild,verb,B1,qayta qurmoq tiklamoq,перестраивать,"To build something again because it was broken, destroyed, or is very old.",ɹiːˈbɪld,22590,home,The government decided to rebuild the old bridge after the storm.,Hukumat bo'rondan keyin eski ko'prikni qayta qurishga qaror qildi.,reconstruct reassemble,
exclaiming,verb,B2,baqirib aytish qichqirib yuborish,восклицать,"To say something loudly and suddenly, often because you are surprised or excited.",ɪkˈskleɪmɪŋ,22592,ielts,She was exclaiming with joy when she heard the good news.,"U xushxabarni eshitib, quvonchdan qichqirib yubordi.",shouting crying,
trumpet,noun,B2,truba karnay,труба,A musical instrument made of metal that you play by blowing into it.,ˈtɹʌmpɪt,22594,ielts,The royal herald sounded a trumpet to announce their arrival.,Qirol jarchisi ularning kelganini e'lon qilish uchun karnay chaldi.,,
ammo,noun,B2,o'q-dori,боеприпасы,Objects like bullets or shells that are fired from weapons.,ˈæ.məʊ,22596,ielts,The soldiers had to reload their weapons because they were out of ammo.,O'q-dorilari tugagani uchun askarlar qurollarini qayta o'qlashga majbur bo'lishdi.,ammunition,
hamlet,noun,C1,qishloqcha kichik qishloq,деревушка,"A very small group of houses in the countryside, smaller than a village.",ˈhæm.lɪt,22598,places,We drove through a quiet hamlet on our way to the mountains.,Tog'lar sari yo'limizda sokin bir qishloqcha yonidan o'tib ketdik.,thorp,
comedian,noun,B1,qiziqchi komik,комик,A person whose job is to make people laugh by telling jokes.,kəˈmiː.di.ən,22600,people-family,The comedian told many funny stories that made the audience laugh loudly.,Qiziqchi tomoshabinlarni qah-qah urib kuldiradigan ko'plab qiziqarli voqealar aytib berdi.,comic,
missus,noun,B2,ayoli rafiqasi,супруга,A word used to talk about someone's wife or partner.,ˈmɪs.əz,22602,people-family,Harry had to go home early because his missus needed his help.,"Harri uyga erta ketishi kerak edi, chunki ayolining yordamiga ehtiyoji bor edi.",,
housekeeper,noun,B1,uy xizmatchisi uy bekasi,экономка,A person employed to manage the cleaning and cooking in a house.,ˈhaʊskiːpə,22604,work,The housekeeper ensures that all the rooms are clean and well prepared.,Uy xizmatchisi barcha xonalar ozoda va tartibli bo'lishini nazorat qiladi.,,
vile,adjective,C1,jirkanch yaramas,подлый,"Extremely unpleasant, bad, or morally wrong.",vaɪl,22606,describing,He was arrested for committing a vile crime against an innocent person.,U begunoh insonga nisbatan jirkanch jinoyat sodir etgani uchun hibsga olindi.,despicable base,noble
imaginary,adjective,B1,xayoliy tasavvuriy,воображаемый,Existing only in your mind and not in the real world.,ɪˈmæd͡ʒɪnəɹi,22608,describing,"As a child, I used to have an imaginary friend at home.",Bolaligimda uyda xayoliy do'stim bo'lardi.,fictional unreal,real
artillery,noun,C1,artilleriya to'p,артиллерия,Large guns used in warfare that are moved on wheels or mounted on vehicles.,ɑːˈtɪləɹi,22610,ielts,The soldiers prepared the heavy artillery for the upcoming big battle.,Askarlar yaqinlashib kelayotgan katta jang uchun og'ir artilleriyani tayyorlashdi.,cannon,
cereal,noun,A2,bovlam nonushta yormasi,хлопья,"A popular breakfast food made from processed grains, usually eaten with milk.",ˈsɪə.ɹɪ.əl,22612,food-drink,Would you like to have some cereal for your breakfast today?,Bugun nonushtaga donli mahsulotlardan yeyishni xohlaysizmi?,grains,
irony,noun,C1,kinoya istehzo,ирония,"A situation where the opposite of what is expected happens, or using humorous language.",ˈaɪə.ɹə.ni,22614,ielts,The irony of the situation was that he failed the easy test.,"Vaziyatning kinoyasi shunda ediki, u oson imtihondan yiqildi.",sarcasm,
slit,noun,B2,tirqish yoriq,щель,"A long, narrow cut or opening in something.",ˈslɪt,22616,home,The cat escaped through a small slit in the garden fence.,Mushuk bog' panjarasidagi kichik tirqishdan chiqib ketdi.,slot gap,
despise,verb,B2,yomon ko'rmoq nafratlanmoq,презирать,To dislike and have no respect for someone or something at all.,dɪˈspaɪz,22618,feelings,I honestly despise people who treat animals with cruelty and neglect.,"Rostini aytsam, hayvonlarga nisbatan shafqatsiz va loqayd munosabatda bo'ladigan odamlardan nafratlanaman.",hate scorn,admire
waltz,noun,B2,vals,вальс,A ballroom dance in which partners turn around as they move across the floor.,wɒlts,22620,actions,The couple performed a beautiful waltz during their wedding reception party.,Juftlik to'y ziyofati paytida go'zal vals ijro etdi.,,
humour,noun,B1,hazil-mutoyiba,юмор,The quality of being funny or the ability to laugh at things.,ˈhjuː.mə(ɹ),22622,feelings,She has a great sense of humour and always makes me laugh.,Uning hazil-mutoyiba tuyg'usi juda kuchli va meni doim kuldiradi.,comedy wit,
stammering,noun,B2,duduqlanish,заикание,The condition of having difficulty speaking smoothly by repeating the first sounds of words.,ˈstæmərɪŋ,22624,body-health,He spoke with a slight stammering that became worse when he was nervous.,U asabiylashganda ozgina duduqlanib gapiradigan bo'lib qolardi.,stuttering,
await,verb,B2,kutmoq intizor bo'lmoq,ожидать,To wait for a person or event to happen in a formal way.,əˈweɪt,22626,ielts,We eagerly await your response regarding the job application next week.,Ishga qabul qilish yuzasidan javobingizni intizorlik bilan kutib qolamiz.,expect wait,
gag,verb,B2,qusgi kelmoq bo'g'ilmoq,вызывать рвотный рефлекс,To feel as if you are about to vomit because of a bad smell or taste.,ˈɡæɡ,22628,body-health,The terrible smell from the trash made everyone gag instantly.,Axlatxona tomondan kelayotgan badbo'y hid barchaning ko'nglini aynitdi.,choke retch,
babysitter,noun,A2,enaga bolalar qarovchisi,няня,A person who looks after children for a short time while parents are away.,ˈbeɪ̯biˌsɪtə,22630,people-family,We hired a babysitter to look after the kids on Friday night.,Juma oqshomi bolalarga qarab turishi uchun enaga yolladik.,sitter,
bliss,noun,C1,rohat huzur,блаженство,A state of extreme happiness and complete peace.,blɪs,22632,feelings,Spending the quiet afternoon at the garden was pure bliss.,Bog'da osoyishta o'tgan tushdan keyingi vaqt haqiqiy huzur bag'ishladi.,joy happiness,misery
shameless,adjective,B2,uyatsiz yuzsiz,бесстыдный,Showing no shame or guilt even when doing something wrong.,ˈʃeɪ̯mlɪs,22634,describing,He made a shameless lie to get out of doing his work.,U ishini qilmaslik uchun uyalmay yolg'on gapirdi.,brazen impudent,modest
turf,noun,C1,chim maysa,дёрн,A layer of earth covered with grass and roots.,tɝf,22636,nature,They laid down new turf to make the backyard look green.,Hovlini yam-yashil qilish uchun yangi chim yotqizishdi.,sod lawn,
tang,noun,C2,o'tkir ta'm achchiq ta'm,резкий вкус,A strong and sharp flavor or smell.,ˈtæŋ,22638,food-drink,The lemon juice added a lovely tang to the fruit salad.,Limon suvi mevali salatga o'zgacha o'tkir ta'm qo'shdi.,bite piquancy,blandness
psychologist,noun,B2,psixolog,психолог,A person trained to study human behavior and treat mental health.,ˌsaɪˈkɑl.ə.d͡ʒɪst,22640,people-family,The psychologist helped her manage stress after her difficult exams.,Psixolog unga qiyin imtihonlardan keyin stressni yengishga yordam berdi.,therapist counselor,
wrath,noun,C2,g'azab qahr,гнев,Extreme anger or a strong feeling of wanting to punish someone.,ɹɒθ,22642,ielts,The villagers feared the gods would unleash their wrath upon the land.,Qishloqdagilar xudolar o'z g'azabini bu yurtga sochishidan qo'rqishardi.,fury ire,
sew,verb,B1,tikmoq,шить,To join pieces of cloth together using a needle and thread.,ˈsəʊ̯,22644,actions,She decided to sew a new dress for her daughter's birthday party.,U qizining tug'ilgan kuni uchun yangi ko'ylak tikishga qaror qildi.,,
peacefully,adverb,B1,tinch tinchgina,мирно,In a calm way without any violence or trouble.,ˈpiːsfəli,22646,describing,The elderly man passed away peacefully in his sleep last night.,Keksaygan erkak o'tgan kecha uyqusida tinchgina olamdan o'tdi.,calmly quietly,violently
rag,noun,B2,lavta latta,тряпка,"A piece of old, often dirty cloth used for cleaning.",ˈɹæɡ,22648,home,He used an old rag to wipe the dust off the shelf.,U tokchadagi changni artish uchun eski lattadan foydalandi.,cloth shred,
stern,adjective,C1,qattiqqo'l jiddiy,строгий,Showing a serious and severe manner that expects obedience.,stɜːn,22650,describing,The teacher gave a stern look to the students talking in class.,O'qituvchi darsda gaplashayotgan o'quvchilarga qattiqqo'l nigoh bilan qaradi.,grim severe,lenient
condolences,noun,B2,ta'ziya hamdardlik,соболезнования,A message of sympathy expressed to someone who has lost a loved one.,kənˈdoʊlənsəz,22652,feelings,I would like to offer my deepest condolences for your tragic loss.,Og'ir judoligingiz munosabati bilan chuqur hamdardligimni bildiraman.,sympathy compassion,
